OTU	AWQ670_pass_barcode11_d2994731_e639930a_0_otus	AWQ670_pass_barcode11_d2994731_e639930a_10_otus	AWQ670_pass_barcode11_d2994731_e639930a_11_otus	AWQ670_pass_barcode11_d2994731_e639930a_12_otus	AWQ670_pass_barcode11_d2994731_e639930a_13_otus	AWQ670_pass_barcode11_d2994731_e639930a_14_otus	AWQ670_pass_barcode11_d2994731_e639930a_15_otus	AWQ670_pass_barcode11_d2994731_e639930a_16_otus	AWQ670_pass_barcode11_d2994731_e639930a_17_otus	AWQ670_pass_barcode11_d2994731_e639930a_18_otus	AWQ670_pass_barcode11_d2994731_e639930a_19_otus	AWQ670_pass_barcode11_d2994731_e639930a_1_otus	AWQ670_pass_barcode11_d2994731_e639930a_20_otus	AWQ670_pass_barcode11_d2994731_e639930a_2_otus	AWQ670_pass_barcode11_d2994731_e639930a_3_otus	AWQ670_pass_barcode11_d2994731_e639930a_4_otus	AWQ670_pass_barcode11_d2994731_e639930a_5_otus	AWQ670_pass_barcode11_d2994731_e639930a_6_otus	AWQ670_pass_barcode11_d2994731_e639930a_7_otus	AWQ670_pass_barcode11_d2994731_e639930a_8_otus	AWQ670_pass_barcode11_d2994731_e639930a_9_otus	AWQ670_pass_barcode12_d2994731_e639930a_0_otus	AWQ670_pass_barcode12_d2994731_e639930a_10_otus	AWQ670_pass_barcode12_d2994731_e639930a_11_otus	AWQ670_pass_barcode12_d2994731_e639930a_12_otus	AWQ670_pass_barcode12_d2994731_e639930a_13_otus	AWQ670_pass_barcode12_d2994731_e639930a_14_otus	AWQ670_pass_barcode12_d2994731_e639930a_15_otus	AWQ670_pass_barcode12_d2994731_e639930a_16_otus	AWQ670_pass_barcode12_d2994731_e639930a_17_otus	AWQ670_pass_barcode12_d2994731_e639930a_18_otus	AWQ670_pass_barcode12_d2994731_e639930a_19_otus	AWQ670_pass_barcode12_d2994731_e639930a_1_otus	AWQ670_pass_barcode12_d2994731_e639930a_20_otus	AWQ670_pass_barcode12_d2994731_e639930a_2_otus	AWQ670_pass_barcode12_d2994731_e639930a_3_otus	AWQ670_pass_barcode12_d2994731_e639930a_4_otus	AWQ670_pass_barcode12_d2994731_e639930a_5_otus	AWQ670_pass_barcode12_d2994731_e639930a_6_otus	AWQ670_pass_barcode12_d2994731_e639930a_7_otus	AWQ670_pass_barcode12_d2994731_e639930a_8_otus	AWQ670_pass_barcode12_d2994731_e639930a_9_otus	genus	species	notes
OTU_1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Halobacillus_sp.	s__ACCC02827_GCA_030291935.1	Halobacillus_sp. ACCC02827_GCA_030291935.1
OTU_1009	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_toyonensis_G7S3_GCA_031324285.1	s__	Bacillus_toyonensis_G7S3_GCA_031324285.1
OTU_1010	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_1015	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1016	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1017	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_1018	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_pumilus_B2_10_GCA_030122825.1	s__	Bacillus_pumilus_B2_10_GCA_030122825.1
OTU_1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_hominis_SIN2.1_GCA_030348325.1	s__	Bacillus_hominis_SIN2.1_GCA_030348325.1
OTU_1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1024	1	1	2	2	1	1	0	2	1	0	0	0	0	3	1	1	0	0	1	1	1	1	0	1	1	1	2	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_toyonensis_Puebla_S2_GCA_030167055.1	s__	Bacillus_toyonensis_Puebla_S2_GCA_030167055.1
OTU_1026	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1027	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_1028	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1029	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Lysinibacillus_sp._G4S2_GCA_030348505.1	s__	Lysinibacillus_sp._G4S2_GCA_030348505.1
OTU_1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	g__Bacillus_halotolerans_KF17_GCA_030292055.1	s__	Bacillus_halotolerans_KF17_GCA_030292055.1
OTU_1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1033	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1034	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1035	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_1036	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1040	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1041	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1042	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Lysinibacillus_sp._G4S2_GCA_030348505.1	s__	Lysinibacillus_sp._G4S2_GCA_030348505.1
OTU_1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_mycoides_SIN2.2_GCA_030292205.1	s__	Bacillus_mycoides_SIN2.2_GCA_030292205.1
OTU_1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1045	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1047	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1048	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_1049	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1	s__	Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1
OTU_1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	g__Bacillus_toyonensis_Puebla_S2_GCA_030167055.1	s__	Bacillus_toyonensis_Puebla_S2_GCA_030167055.1
OTU_1054	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1055	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1056	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1059	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1060	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	g__Neobacillus_novalis_XLM17_GCA_030123445.1	s__	Neobacillus_novalis_XLM17_GCA_030123445.1
OTU_1063	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_1064	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_1065	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_anthracis_Mn106-1	s__head2	Bacillus_anthracis_Mn106-1 head2 chi_GCA_030166975.1
OTU_1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	g__Neobacillus_novalis_XLM17_GCA_030123445.1	s__	Neobacillus_novalis_XLM17_GCA_030123445.1
OTU_1069	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Rossellomorea_marisflavi_LC18_GCA_031324195.1	s__	Rossellomorea_marisflavi_LC18_GCA_031324195.1
OTU_1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	g__Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1	s__	Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1
OTU_1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	g__Bacillus_cereus_YX23_GCA_030348245.1	s__	Bacillus_cereus_YX23_GCA_030348245.1
OTU_1076	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_1077	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Neobacillus_novalis_XLM17_GCA_030123445.1	s__	Neobacillus_novalis_XLM17_GCA_030123445.1
OTU_1078	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_1080	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	g__Bacillus_hominis_SIN2.1_GCA_030348325.1	s__	Bacillus_hominis_SIN2.1_GCA_030348325.1
OTU_1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_1084	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_1085	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1086	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_1088	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1090	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_1091	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	g__Bacillus_velezensis_NJ26_GCA_030123305.1	s__	Bacillus_velezensis_NJ26_GCA_030123305.1
